Parent Itemnumber,Child Itemnumber,Item description,Itemnumber,Conversion,Conversion Required,,Points of Attention,Amazon,Used in Amazon,TEMP SubsetLookup,TEMP SubsetLookup NEW,Review Comment Dennis,VI Progress Status,VI Progress Status Comment,Spec Item,Parent Spec Item,Markcode,PDB item,Loeka --> ESOT lib,Conversion,OK to start,Started,Reference PartGroup Revision ,dotM: 026208 range,New Model ,Reviewed,Reviewed,Ready,Released,Fixed colour,Documentation,nldge,Total number of Objects,Unidentified Objects [0/1],Conversion Required = No [0/1],Conversion Required = Yes [0/1],Conversion Required =? [0/1],In Analysis,OK to start Conversion = Yes [0/1],In Progress [0/1],Ready for Release [0/1],Released [0/1],Total number of Objects,Unidentified Objects [0/1],Conversion Required = No [0/1],Conversion Required = Yes [0/1],Conversion Required =? [0/1],In Analysis,OK to start Conversion = Yes [0/1],In Progress [0/1],Ready for Release [0/1],Released [0/1]
017370-001,,Drive train BJ 460V 60Hz SEW,017370-001,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,Yes,-,.M # BJ,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017370-002,,Drive train BJ 460V 60Hz NORD,017370-002,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,.M # BJ,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
017847-001,,Assy emergency stop cable,017847-001,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017847-002,,Assy PEC Receiving carton,017847-002,dotM,Yes,,,Yes,,No,No,,6. Converted,,Yes,-,,,EM scope,VI,Yes,Yes,A01,026205-527,SLD01103507,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017847-002 child 01,005407-004,PEC Bracket / Sick,005407-004,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017847-002,,,,VI,Yes,Yes,B01,026205-822,SLD01098889,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017847-003,,Assy PEC Inbound / outbound tote,017847-003,dotM,Yes,,,Yes,,No,No,,6. Converted,,Yes,-,,,EM scope,VI,Yes,Yes,A01,026205-528,SLD01103506,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017847-003 child 01,005407-008,PEC Bracket / Pepperl & Fuchs,005407-008,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017847-003,,,,VI,Yes,Yes,C01,026205-426,SLD01098876,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017847-004,,Assy PEC LRD with pitch 60mm ARstow,017847-004,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017847-005,,Assy PEC Crash control at chute slide plate,017847-005,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017847-006,,Assy PEC Receiving wortable without reflector,017847-006,dotM,Yes,,,Yes,,No,No,,6. Converted,,Yes,-,,,EM scope,VI,Yes,Yes,A01,026208-138,SLD01103619,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017847-006 child 01,005407-008,PEC Bracket / Pepperl & Fuchs,005407-008,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017847-006,,,,VI,Yes,Yes,C01,026205-426,SLD01098876,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017847-100,,SCS-XXL FSC Cabinet - CCC99 (Based on CCC18) AMAZON,017847-100,,?,Needs Attention -->,"Not in any product tree, owner Mohammadazim Badane",Yes,,No,No,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
017847-101,,SCS-XXL Sub Power Cabinet TRZ - CCC98 (Based On CCC22) AMAZON,017847-101,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017847-102,,SCS-XXL Sub Power Cabinet MGZ - CCC97 (Based On CCC24) AMAZON,017847-102,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017847-105,,LCC63 / MCO02ÿ Maintenance Cabinet Object with RC,017847-105,,?,Needs Attention -->,"Not in any product tree, owner Mohammadazim Badane",Yes,,No,No,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
017847-106,,LCC9 Zone Control Cabinet IFZ2x (8 Motors - Based On LCC01),017847-106,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017847-107,,LCC02 - Zone Control Cabinet IFZ2x (6 Motors) AMAZON,017847-107,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017847-108,,LCC93ÿ Zone Control Cabinet IFZ4x (9 Motors - Based On LCC03),017847-108,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018317-001,,Assy sideguarding skewed roller,018317-001,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018317-016,,CONNECTION PLATE,018317-016,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018317-017,,Weldment sub frame weighing scale,018317-017,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018317-018,,Weldment sub frame short left,018317-018,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018317-019,,Weldment sub frame short right,018317-019,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018317-020,,Weldment sub frame long left,018317-020,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018317-021,,Weldment sub frame long right,018317-021,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018317-026,,Assy Support Printer,018317-026,dotM,Yes,,,Yes,,No,No,,6. Converted,,Yes,-,,,Captured in ticket ITTISLIBS-4171,VI,Yes,Yes,B01,026208-139,SLD01103621,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
018317-026 child 01,010226-051,Weldment Support Printer,010226-051,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,018317-026,,,,VI,Yes,Yes,B01,026205-994,SLD01101169,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
018317-030,,Assy PEC Low Adjustable,018317-030,dotM,Yes,,,Yes,,No,No,,6. Converted,,Yes,-,,,EM scope,VI,Yes,Yes,A02,026205-531,SLD01105536,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
018317-030 child 01,018317-031,Photocell and Reflector Bracket,018317-031,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,018317-030,,,,VI,Yes,Yes,A01,026208-004,SLD01101218,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
018318-001,,"Assy skewed roller total 60mm pitch, align to right",018318-001,dotM,Yes,,,Yes,,No,No,,6. Converted,,Yes,-,.M # SR,,Captured in ticket ITTISLIBS-4171,TSG,Yes,Yes,D03,026205-532,SLD01105843,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
018318-001 child 01,012632-209,Workstation support beam single,012632-209,dotM,Yes,,,Yes,Yes,No,No,,6. Converted,,No,018318-001,.M # SR,Yes,Captured in ticket ITTISLIBS-4251,TSG,Yes,Yes,C01,026205-174,SLD01096900,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
018318-001 child 02,009527-131,Top belt cover,009527-131,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,018318-001,.M # SR,,,TSG,Yes,Yes,B01,026205-610,SLD01096713,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
018318-001 child 03,009527-135,Strip,009527-135,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,018318-001,.M # SR,,,TSG,Yes,Yes,A01,026205-611,SLD01096708,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
018318-001 child 04,018318-004,"Assy skewed roller 60mm pitch, align to right",018318-004,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,018318-001,.M # SR,,,TSG,Yes,Yes,C02,026208-134,SLD01105808,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
018318-002,,"Assy skewed roller total 60mm pitch, align to left",018318-002,dotM,Yes,,,Yes,,No,No,,6. Converted,,Yes,-,.M # SR,,Captured in ticket ITTISLIBS-4171,TSG,Yes,Yes,D03,026205-533,SLD01105871,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
018318-002 child 01,012632-209,Workstation support beam single,012632-209,dotM,Yes,,,Yes,Yes,No,No,,6. Converted,,No,018318-002,.M # SR,Yes,Captured in ticket ITTISLIBS-4251,TSG,Yes,Yes,C01,026205-174,SLD01096900,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
018318-002 child 02,009527-131,Top belt cover,009527-131,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,018318-002,.M # SR,,,TSG,Yes,Yes,B01,026205-610,SLD01096713,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
018318-002 child 03,009527-135,Strip,009527-135,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,018318-002,.M # SR,,,TSG,Yes,Yes,A01,026205-611,SLD01096708,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
018318-002 child 04,018318-003,"Assy skewed roller 60mm pitch, align to left",018318-003,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,018318-002,.M # SR,,,TSG,Yes,yes,C02,026208-135,SLD01105839,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
018372-001,,Assy array PEC Bracket low position,018372-001,,?,Needs Attention -->,"Not in any product tree, owner Frits Groot",Yes,,No,No,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
018372-002,,Assy Reflector Bracket low position,018372-002,,?,Needs Attention -->,"Not in any product tree, owner Frits Groot",Yes,,No,No,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
018372-031,,SCS Cabinet Resopals,018372-031,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018372-032,,SCS Language Resopals,018372-032,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018372-033,,SCS Cable Labels,018372-033,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018372-041,,SCS Local Language Labels HMI,018372-041,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018372-100,,SCS-XXL FSC CABINET - CCC99,018372-100,,?,Needs Attention -->,"Not in any product tree, owner Siddharth Nagarkar",Yes,,No,No,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
018372-101,,SCS-XXL SUB POWER CABINET TRZ,018372-101,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018372-102,,SCS-XXL SUB POWER CABINET MGZ,018372-102,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018372-103,,LCC53/ RPO99 - Rail Power Object Cabinet,018372-103,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018372-104,,LCC54 ZONE CONTROL CABINET SORTER DRIVE OBJECT (SDO99),018372-104,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018372-109,,LCC55 / RMO99 - Remote Control Object Interface Cabinet,018372-109,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018372-110,,LCC59 / SIC99 - Safety Interface Cabinet SLO,018372-110,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018372-111,,LCC56 / DPA99 - Digital Profinet ASi Gateway Cabinet,018372-111,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018372-114,,LCC58 / PNC99 - Profinet Coupler Cabinet,018372-114,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018426-101,,Pre assembled assy LRD Nurnberg L3000,018426-101,N/A,No,,,Yes,,No,No,,3. Approval Rejected,"Not used for Amazon 2023, new assemblies will be created. Discussed with Eline",Yes,-,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018426-103,,Pre assembled assy LRD Nurnberg L3150,018426-103,N/A,No,,,Yes,,No,No,,3. Approval Rejected,"Not used for Amazon 2023, new assemblies will be created. Discussed with Eline",Yes,-,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
018426-104,,Straight Drive Roller PM500X*-30,018426-104,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018426-105,,Straight Drive Roller PM500X*-60,018426-105,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018426-106,,Straight Drive Roller PM500X*-100,018426-106,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018426-110,,Assy G20 motor control,018426-110,N/A,No,No Fixed Coloured Items,,No,,No,No,,,,Yes,-,.M # EM Components & Supports,Yes,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
019312-002,,Assy Motor Communication Drive control 2048 with health check,019312-002,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
019312-003,,Assy Gappex SPO3.0,019312-003,dotM,Yes,,,Yes,,No,No,,6. Converted,,Yes,-,,,Captured in ticket ITTISLIBS-4171,VI,Yes,Yes,C02,026205-534,SLD01098501,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 01,009201-311,Weldment Channel Non-drive side,009201-311,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-003,,,,VI,Yes,Yes,B01,026205-763,SLD01098124,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 02,009201-309,Weldment Channel Drive side,009201-309,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-003,,,,VI,Yes,Yes,B01,026205-764,SLD01098130,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 03,009201-189,Weldment Gap filling cover,009201-189,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-003,,,,VI,Yes,Yes,B01,026205-765,SLD01098134,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 04,009201-200,End cover,009201-200,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-003,,,,VI,Yes,Yes,D01,026205-766,SLD01098136,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 05,019312-005,Weldment Cover Discharge RH,019312-005,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-003,,,,VI,Yes,Yes,A01,026205-439,SLD01098332,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 06,009201-336,Cover rail support,009201-336,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-003,,,,VI,Yes,Yes,A01,026205-767,SLD01098139,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 07,009201-198,Side hole cover,009201-198,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-003,,,,VI,Yes,Yes,B01,026205-768,SLD01098141,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 08,009201-509,Weldment crossmember,009201-509,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-003,,,,VI,Yes,Yes,A03,026205-769,SLD01098142,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 09,009201-315,Weldment mounting channel drive side RH,009201-315,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-003,,,,VI,Yes,Yes,A01,026205-771,SLD01098144,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 10,014510-763,Weldment bracket,014510-763,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-003,,,,VI,Yes,Yes,B01,026205-772,SLD01098148,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 11,009201-299,Weldment shortbelt frame,009201-299,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-003,,,,VI,Yes,Yes,C01,026205-773,SLD01098153,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 12,009201-317,Weldment mounting channel non-drive side LH,009201-317,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-003,,,,VI,Yes,Yes,A01,026205-774,SLD01098163,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 13,014510-561,Weldment mounting plate motor,014510-561,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-003,,,,VI,Yes,Yes,B01,026205-775,SLD01098174,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 14,009201-338,Weldment mounting channel drive side LH,009201-338,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-003,,,,VI,Yes,Yes,A01,026205-777,SLD01098181,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 15,009201-340,Weldment mounting channel non-drive side RH,009201-340,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-003,,,,VI,Yes,Yes,A01,026205-779,SLD01098194,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 16,019312-006,Weldment Cover Discharge LH,019312-006,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-003,,,,VI,Yes,Yes,A01,026205-440,SLD01098333,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 17,019312-004,Assy Cover for short belts,019312-004,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-003,,,,VI,Yes,Yes,A01,026205-781,SLD01098343,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 18,009201-295,Drive train Shortbelts,009201-295,dotM,Yes,,,Yes,No,No,No,,6. Converted,nldge 7/9/21: RFC-211143 replacement of timing belt sticker,No,019312-003,,,,VI,Yes,Yes,C01,026205-780,SLD01098200,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-003 child 19,009201-305,Assy shortbelt L=360,009201-305,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-003,,,,VI,Yes,Yes,B03,026205-783,SLD01098354,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-007,,HMI Mounting plate on support leg,019312-007,dotM,Yes,,,Yes,,No,No,,6. Converted,,No,-,,,,TSG,Yes,Yes,B01,026205-535,SLD01097293,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-008,,Assy HMI Mounting plate on support leg,019312-008,dotM,Yes,,,Yes,,No,No,,6. Converted,,Yes,-,,,EM scope,TSG,Yes,Yes,A01,026205-536,SLD01097291,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-008 child 01,019312-007,HMI Mounting plate on support leg,019312-007,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,019312-008,,,,TSG,Yes,Yes,B01,026205-535,SLD01097293,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
019312-100,,SCS-XXL FSC Cabinet - CCC99 (Based on CCC18) AMAZON,019312-100,,?,Needs Attention -->,"Not in any product tree, owner Swapnil Patil",Yes,,No,No,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
019312-101,,SCS-XXL Sub Power Cabinet TRZ - CCC98 (Based On CCC22) AMAZON,019312-101,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
019312-102,,SCS-XXL Sub Power Cabinet MGZ - CCC97 (Based On CCC24) AMAZON,019312-102,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
019312-103,,LCC53 / RPO - Rail Power Object Cabinet AMAZON,019312-103,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
019312-104,,LCC54 / SDO - Sorter Drive Object Cabinet AMAZON,019312-104,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
019312-105,,LCC63 / MCO02 - Maintenance Cabinet Object with RC AMAZON,019312-105,,?,Needs Attention -->,"Not in any product tree, owner Swapnil Patil",Yes,,No,No,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
019312-106,,LCC91 - Zone Control Cabinet IFZ2x (8 Motors - Based On LCC01) AMAZON,019312-106,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
